|french|lingala
10|"Quand ils trouvent le leurs, on avale que la salive
Aujourd’hui j’ai trouvé la mienne en quoi cela vous dérange
Parler :
                    Même l’éléphant a besoin des vitamines
Oh amour, amour, amour, amour, que m’as-tu fais aujourd’hui 
                    Pourquoi m’as-tu privé de tout ? 
                    Pourquoi m’as-tu tourné le dos amour ?
Oh amour, amour, amour, amour, dans quelle poubelle as-tu jeté ta compassion 
                    Toi seule m’avais conseillé de m’envoler 
                    Pourquoi m’as-tu retiré les ailes amour ?
Oh amour, amour, amour, amour, pourquoi m’as-tu remis à zéro
                    J’étais ton esclave 
                    Pourquoi vouloir m’ôter la vie avant l’heure de la mort ?
Oh amour jusqu’ou irons nous 
                    Amour pourquoi vraiment n'as tu plus de plaisir 
                    Mon bonbon pourquoi vraiment t’es devenu aigre 
                    Mon chewing gum tu as vraiment perdu ta saveur sucrée tôt
Diamona a fait de moi le saka-saka (feuille de tubercule) de deuil
                    Toute personne qui le mange, emporte une part 
                    Moi un poisson de valeur tu m’as mélangé avec les poissons de 1er prix
                    Tu m’as soldé sans avoir demandé mon prix 
                    Tu as fais de moi un invendu du marché Simba zigida
Diamona un jour tu penseras à moi 
                    Les vieilles marmites font de bonnes soupes 
                    Apres tout le soleil ne frappe qu’au visage 
                    Le goût des pieds de porc se trouve dans l’os
                    T’as coupé les rameaux alors que je ne suis pas encore mort
                    Achète un cercueil, tu vas me pleurer dans pas longtemps
Oh amour tu vas me pleurer 
                    Oh amour
Le visa du bonheur, où l’obtient-on?
                    L’ambassade est fermée, dehors nous sommes nombreux à faire la queue, nous attendons
                    Même de façon illégale
Parler :																								
                    Pourquoi le soleil ne frappe t-il les gens qu’au visage et non dans le cœur 
                    Peu ne veut pas dire la moitié
"|Tango ba zwaka ya bango to melaka se soyi
11|"
Aujourd’hui j’ai trouvé la mienne en quoi cela vous dérange
Parler :
                    Même l’éléphant a besoin des vitamines
Oh amour, amour, amour, amour, que m’as-tu fais aujourd’hui 
                    Pourquoi m’as-tu privé de tout ? 
                    Pourquoi m’as-tu tourné le dos amour ?
Oh amour, amour, amour, amour, dans quelle poubelle as-tu jeté ta compassion 
                    Toi seule m’avais conseillé de m’envoler 
                    Pourquoi m’as-tu retiré les ailes amour ?
Oh amour, amour, amour, amour, pourquoi m’as-tu remis à zéro
                    J’étais ton esclave 
                    Pourquoi vouloir m’ôter la vie avant l’heure de la mort ?
Oh amour jusqu’ou irons nous 
                    Amour pourquoi vraiment n'as tu plus de plaisir 
                    Mon bonbon pourquoi vraiment t’es devenu aigre 
                    Mon chewing gum tu as vraiment perdu ta saveur sucrée tôt
Diamona a fait de moi le saka-saka (feuille de tubercule) de deuil
                    Toute personne qui le mange, emporte une part 
                    Moi un poisson de valeur tu m’as mélangé avec les poissons de 1er prix
                    Tu m’as soldé sans avoir demandé mon prix 
                    Tu as fais de moi un invendu du marché Simba zigida
Diamona un jour tu penseras à moi 
                    Les vieilles marmites font de bonnes soupes 
                    Apres tout le soleil ne frappe qu’au visage 
                    Le goût des pieds de porc se trouve dans l’os
                    T’as coupé les rameaux alors que je ne suis pas encore mort
                    Achète un cercueil, tu vas me pleurer dans pas longtemps
Oh amour tu vas me pleurer 
                    Oh amour
Le visa du bonheur, où l’obtient-on?
                    L’ambassade est fermée, dehors nous sommes nombreux à faire la queue, nous attendons
                    Même de façon illégale
Parler :																								
                    Pourquoi le soleil ne frappe t-il les gens qu’au visage et non dans le cœur 
                    Peu ne veut pas dire la moitié
"|Lelo na zui oy'angai eswi bino wapi eh eh
12|Aujourd’hui j’ai trouvé la mienne en quoi cela vous dérange|Diba a a a ye e e e e
13|"Parler :
                    Même l’éléphant a besoin des vitamines"|"Parler :								   
                     Ata nzoku azalaka na besoin ya vitamine"
14|"Oh amour, amour, amour, amour, que m’as-tu fais aujourd’hui 
                    Pourquoi m’as-tu privé de tout ? 
                    Pourquoi m’as-tu tourné le dos amour ?"|"Hum amour amour amour amour nini osali nga lelo 
                     Po nini o priver nga a a a de tout 
                     Po nini o tourner nga a a  le dos amour
                     Ha a a a a a an"
15|"Oh amour, amour, amour, amour, dans quelle poubelle as-tu jeté ta compassion 
                    Toi seule m’avais conseillé de m’envoler 
                    Pourquoi m’as-tu retiré les ailes amour ?"|"He e amour amour amour amour fulu nini obwaka oyayo mawa eh 
                     Yo moko oteya ki nga ko pimbwa 
                     Po nini obotoli nga  mapapu amour"
16|"Oh amour, amour, amour, amour, pourquoi m’as-tu remis à zéro
                    J’étais ton esclave 
                    Pourquoi vouloir m’ôter la vie avant l’heure de la mort ?"|"He amour amour amour amour mpo nini ozonguisi nga zero
                     Nazalaki mohumbu na yo
                     Po nini okomi opesa nga liwa avant l'heure ya la mort"
17|"Oh amour jusqu’ou irons nous 
                    Amour pourquoi vraiment n'as tu plus de plaisir 
                    Mon bonbon pourquoi vraiment t’es devenu aigre 
                    Mon chewing gum tu as vraiment perdu ta saveur sucrée tôt"|"He amour oko suka na nga wapi e
                     Bolingo pourquoi vraiment o sili elengi
                     Bonbon na nga pourquoi vraiment okomi ngayi 
                     Chiclet na ngai vraiment osili sukali avant  ha a a a an Diamo o o na"
18|"Diamona a fait de moi le saka-saka (feuille de tubercule) de deuil
                    Toute personne qui le mange, emporte une part 
                    Moi un poisson de valeur tu m’as mélangé avec les poissons de 1er prix
                    Tu m’as soldé sans avoir demandé mon prix 
                    Tu as fais de moi un invendu du marché Simba zigida"|"Diamona  okomisa nga pondu ya matanga eh 
                     Moto nioso na linga akumba oyo ya ye partie
                     Ngai mboto osangisi nga na malangwa
                     Y‘okakoli nga sans qu’otuna motuya na ngai
                     Yo'komisi nga etula oyo ya simba zigida ah a a a an"
19|"Diamona un jour tu penseras à moi 
                    Les vieilles marmites font de bonnes soupes 
                    Apres tout le soleil ne frappe qu’au visage 
                    Le goût des pieds de porc se trouve dans l’os
                    T’as coupé les rameaux alors que je ne suis pas encore mort
                    Achète un cercueil, tu vas me pleurer dans pas longtemps"|"Diamona ata kala y’okobanza nga e e 
                     ba nzungu ya kala elambaka ba supu ya bien 
                     A près tout moyi oko zuwaka se elongi
                     Elengi ya makoso ezalaka na mokuwa a a a 
                     Yo kati mandalala nanu na weyi te 
                     Somba sanduku olela nga dans pas longtemps"
20|"Oh amour tu vas me pleurer 
                    Oh amour"|"Hum bolingo oko lela nga ee 
                     Hum he bolingo o o o o oh 
                     Visa ya bonheur ba zwaka wapi eh
                     Embassade ekangama na libanda tozali ebele molongo molayi to zo zela a  
                     ho o kundalupé hé 
                     Ata na ndegé ya kundalupé"
21|"Le visa du bonheur, où l’obtient-on?
                    L’ambassade est fermée, dehors nous sommes nombreux à faire la queue, nous attendons
                    Même de façon illégale"|"Parler :								   
                     Pona nini moyi ekozuaka moto se kobe na elongi kasi na motema te? 
                     Mokié ezali ndambo te "
