|french|lingala
10|"Chœur :
Mon DIEU, je me demande 
Tu as créé des merveilles, l'éclipse solaire 
La lune et le soleil"|"Chœur :
NZAMBE nga na tuna nanu
Osala ba merveilles, éclipse solaire 
Sanza na moyi eh, oh ye ye"
11|"KOFFI et FALLY :
Les forêts et les fleuves, les oiseaux et les animaux 
Dieu, tu as créé les chutes du NIAGARA 
Mais tu n'étais pas satisfait, ainsi t'as créé EKATSHAKA
Merci de l'avoir mise entre mes mains"|"KOFFI et FALLY
Ba zamba na bi balés, ba ndekés, na bi bwelés
NZABE osala chute du NIAGARA 
Kasi ozalaki te satisfait yango oye kosala EKATSHAKA
Merci po otié ye na maboko ma nga ah"
12|"FALLY :
Ne cherche pas à ce que mon sang coule EKATSHAKA, pour que tu puisses m'aimer"|"FALLY :
Kolinga te EKATSHAKA makila na nga etanga bong'oyako linga nga NANA KETCHUP"
13|"KOFFI :
Hum dit moi EKATSHAKA, cette parole dont la reine dit au roi qu'à l'oreille"|"KOFFI :
Hum lobela ngaé EKATSHAKA lilob'oyo reine alobelaka roi se na litoyié"
14|"FALLY :
Ils ont pris l'amour et l'ont vendu au grand marché"|"FALLY :
Oh bazua ba bolingo bateka na zando ya ngabela EKATSHAKA"
15|"KOFFI :
EKATSHAKA donne moi ne serait-ce que ta moitié, pour moi c'est suffisant 
EKATSHAKA, maman disait que si l'amour est gratuit
C'est parce que personne ne peut l'acheter 
Comment, toi la lune, je te cherche avec une torche 
Ou une fleur dans la main gauche"|"KOFFI :
Pesa ngaé EKATSHAKA ata la moitié nayo, pona ngaï ça suffit 
EKATSHAKA hein, mama alobaka, soki bolingo ey'eloko y'ofelé 
Eye po moto akoka kosomba yango te 
Boni yo sanza nakomi koluka yo na torche ?
To lopamba, to fololo na loboko ya mobali"
16|"EKATSHAKA, je suis vraiment trop triste 
Mon cas, je ne sais pas vraiment comment il va se terminer, j'aime trop, veille sur moi BELLA MARIA  
Ayo leli ayo leli ayo ooh oh oh oh 
EKATSHAKA, ceux ont suivi ceux qui s'étaient mariés précipitamment
Commencent à regretter que ceux qui ne se marient pas n'aient envie de convoler en juste noces"|"EKATSHAKA nga vraiment eh mawa trop 
Cas na nga na yebi te ENAIRAIM ndege ekosuka vraiment kolinga eleki trop talela nga BELLA MARIA
Ayo leli ayo leli ayo ooh oh oh oh 
EKATSHAKA balanda baye balaki pressé 
Bakom'o regretter pe bayé ba balaka te bayoka posa ya convoler en justes noces"
17|"FALLY :
Huuu hu ayo ayo leli eh 
EKATSHAKA, ceux qui ont suivi ceux qui s'étaient mariés précipitamment
Commencent a regretter que ceux qui ne se maries pas aient envie de convoler en juste noces"|"FALLY :
Huuu hu ayo ayo leli eh 
EKATSHAKA balanda baye balaki pressé 
Bakom'o regretter pe bayé ba balaka te bayoka posa ya convoler en justes noces"
18|"KOFFI et FALLY :
Quelle vitamine dois-je prendre, pour être suffisamment bon 
Digne de l'amour d'EKATSHAKA, que je sache prendre soin d'elle aujourd'hui et demain"|"KOFFI et FALLY
Vitamine nini ? Oyo na mela nakoma suffisamment bon 
Digne y'amour ya EKATSHAKA nayeba kolengela ye lelo na lobi"
19|"KOFFI :
Mon DIEU, je me demande [FALLY : oh mon DIEU]
Tu as créé des merveilles, l'éclipse solaire 
La lune et le soleil [Le plaisir réside chez nous]
Les forêts et les fleuves"|"KOFFI :
YAHWE nga na tuna nanu [FALLY : oh YAHWE]
Y'osala ba merveilles, éclipse solaire 
Sanza na moyi eh [Elengi evandaka epayi na biso hein]
Ba zamba na bi balés"
20|"KOFFI et FALLY :
Les oiseaux et les animaux 
Dieu, tu as créé les chutes du NIAGARA"|"KOFFI et FALLY :
Ba ndekés, na bi bwelés
NZABE osala chute du NIAGARA"
21|"KOFFI :
Mais tu n'étais pas satisfait, ainsi t'as créé EKATSHAKA
Merci de l'avoir mise entre mes mains"|"KOFFI :
Kasi ozalaki te satisfait yango oye kosala EKATSHAKA
Merci po otié ye na maboko ma nga ah"
22|"KOFFI :
Ne cherche pas à ce que mon sang coule EKATSHAKA, pour que tu puisses m'aimer"|"KOFFI :
Kolinga te EKATSHAKA makila na nga etanga bong'oyako linga nga eeh"
23|"FALLY :
Hum dit moi EKATSHAKA, cette parole dont la reine dit au roi qu'à l'oreille"|"FALLY :
Hum lobela ngaé EKATSHAKA lilob'oyo reine alobelaka roi se na litoyié BLANDINE MALILA"
24|"KOFFI :
EKATSHAKA donne moi ne serait-ce que ta moitié, pour moi c'est suffisant"|"KOFFI :
Pesa ngaé EKATSHAKA ata la moitié nayo, pona ngaï ça suffit"
25|"FALLY :
Hum prenez, prenez de l'amour donné le à CLARISSE BOMBOKO"|"FALLY :
Hum bozwa, bozwa ata ba bolingo bo pesa CLARISSE BOMBOKO"
