|french|lingala
10|"Chœur:
Tu avais laissé CAIN 
 Tu avais laissé les enfants de NOÉ
Tu avais laissé Sodome et Gomorrhe
Regarde nos souffrances"|"Chœur:
Otikaka Caïna
Otikaka bana ya Noé
Otikaka Sodome na Gomorrhe
Tala pasi na biso oh"
11|BRAZZAVILLE est rempli de souffrance|BRAZZAVILLE etondi pasi yéh
12|"Chœur:
Tu avais laissé CAIN 
 Tu avais laissé les enfants de NOÉ
Tu avais laissé Sodome et Gomorrhe
Regarde nos souffrances"|"Chœur :
Otikaka Caïna
Otikaka bana ya Noé
Otikaka Sodome na Gomorrhe
Tala pasi na biso oh"
13|"SEBENE (KILA BONGO) : Animation dansante 
Lorsqu’on a commencé avec la musique, vous n’étiez pas la
Quand on a crée le groupe EXTRA-MUSICA, vous étiez bien content 
Hier on était à Ngoma AFRICA, aujourd’hui c’est la palme d’or 
Vous avez commencé à nous en vouloir, qu’est ce qu’on a fait, vous êtes jaloux pour rien"|SEBENE (KILA BONGO)
14|"Grace à KILA, vous allez avoir la célébrité 
Grace à ROGA-ROGA, vous allez avoir la célébrité 
Grace à QUENTIN, vous allez avoir la célébrité 
Grace à ESPÉ BASS, vous allez avoir la célébrité"|"Tango to bandaki musiki bino bozalaki té eh 
To Sali EXTRA-MUSICA bino bo sepeli mingi
Lobi Ngoma Africa ah eh, lelo Palme d’or 
Bokomi ko kana biso, to Sali nini zwa ya pamba oh"
15|"Chez qui j’irais me plaindre  [chœur : regarde ta bêtise]
Chez qui j’irais me plaindre  [chœur : regarde ta bêtise]
T’as quitté ton mariage, pour la débauche [chœur : regarde ta bêtise]
Tu quitte l’Afrique, ton navire prend l’eau [chœur : regarde ta bêtise]
Chez qui j’irais me plaindre  [chœur : regarde ta bêtise]
Chez qui j’irais me plaindre  [chœur : regarde ta bêtise]
On t’a demandé du pain, tu es parti acheter un mouton [chœur : regarde ta bêtise]"|"Pona KILA eh, boko kendé sango
Pona ROGA-ROGA eh, boko kendé sango 
Pona QUENTIN eh, boko kendé sango 
Pona ESPÉ BASS eh, boko kendé sango"
16|"ROGA-ROGA que l’on discute
Libérateur"|"Na leeh na lela na nani eh [chœur : tala bozoba na yomoko]
Na leeh na lela na nani eh [chœur : tala bozoba na yomoko]
Okimi libala oké bodumba [chœur : tala bozoba na yomoko]
Okimi Africa okoti mayi  [chœur : tala bozoba na yomoko]
Na leeh na lela na nani eh [chœur : tala bozoba na yomoko]
Na leeh na lela na nani eh [chœur : tala bozoba na yomoko]
Batindi yo mapa, oke kosomba ntaba [chœur : tala bozoba na yomoko]"
17|"Va à l’école 3x
Tout le monde  i, o, a
KILA BONGO i, o, a
ESPÉ BASS i , o, a
ROGA-ROGA i, o, a
Oxy Oxygène i, o, a"|"ROGA-ROGA to solola 
Eeh liberateur"
18|…|"Koma l’école eh 3x
Tout le monde  i, o, a
KILA BONGO i, o, a
ESPE BASS i , o, a
ROGA-ROGA i, o, a
Oxy Oxygène i, o, a"
19|"Va à l’école 3x
Tout le monde  i, o, a"|…
20|…|"Koma l’école eh 3x
Tout le monde  i, o, a"
21|"8x
Toto tire Nana ah 
Nana tire Toto 
Avec ma bouche tu veux manger du piment  
Avec ma bouche tu veux manger du piment 
Pas ici, allez va t-en 
Hey toi, quitte-la 
Hey toi, hey toi, hey toi,  quitte-la "|…
